Tittle,Company Name,Salary,Link
Laravel Developer (3+ Years Experience),Vortexian Tech (SMC-Pvt) Ltd,"Rs 100,000 - Rs 120,000 a month",https://pk.indeed.com/rc/clk?jk=f776bed98e8aca70&bb=ZyXsc9ZLy7utwhl2Fu0nbbR9UjKiBPoB7PT1CGVMrHIcJMx6hHhBygQmPW2EFGwvo9ZpIeL7Gw9cZU0h_5MkHgKiONPpk3EThAF6iiPQjNFzHA_TW5vZNidtYEACbE_QmwTKlRXVP1cSuSss3rlDzQ%3D%3D&xkcb=SoA367M3sTPXyVzBMR0IbzkdCdPP&fccid=fab5792ce92f61bd&cmp=Vortexian-Tech-%28SMC--Pvt%29-Ltd&ti=Developer&vjs=3
Senior Estimation Quality Engineer (US Construction),Mindwhiz,"Up to Rs 350,000 a month",https://pk.indeed.com/rc/clk?jk=aa244a271271b5e6&bb=ZyXsc9ZLy7utwhl2Fu0nbSXuE3x_BXwDWZh0RvWaOonGGIz6i94EZ5nHH4upi89SO0spaz81thVP6gwPtVZPNduiVQJsyDfT7N-RGkUR7UveNBxyGZir-7hxsHx6bAWcXrQ5vzNYmJHdIkY3NrANuw%3D%3D&xkcb=SoC567M3sTPXyVzBMR0PbzkdCdPP&fccid=666369322b0dab31&cmp=Mindwhiz&ti=Senior+Quality+Engineer&vjs=3
Software Engineer,Encyphers,Full-time,https://pk.indeed.com/rc/clk?jk=a291436c2833b588&bb=ZyXsc9ZLy7utwhl2Fu0nbWhTj-wBucpcuIjlySynXC-9Lz7NGtVsv1zpvO4fc_VgtHPLmsAokTD2t_1k-mCl99_6NB5l7tkRJKmqfqLd7OtRg8f5ded6_rf--3lVh-7sCMx3R9R9_eF7rKq6CR8MMQ%3D%3D&xkcb=SoAN67M3sTPXyVzBMR0ObzkdCdPP&fccid=64f305b2088270ca&cmp=Encyphers&ti=Software+Engineer&vjs=3
Full Stack Engineer II,Outliant,Full-time,https://pk.indeed.com/rc/clk?jk=1c66ee260c100f4d&bb=ZyXsc9ZLy7utwhl2Fu0nbYEzH6cx6Bzyh-nfZL3b_cgm5MEYSn6sXRoXMsN-bj1_pT4baToea2i9WkSQkV7_HozWlJfTOgoVMWFJZwkoiT_Xqqfh5t8MHuIj3HDjzzLT3Q_inKQwpuM2WUNR7cGn7A%3D%3D&xkcb=SoCQ67M3sTPXyVzBMR0NbzkdCdPP&fccid=e75161db19947d0c&vjs=3
Associate Sr QA Engineer- Automation,SEER SOLUTIONS DMCC,Full-time,https://pk.indeed.com/rc/clk?jk=526835ec74726267&bb=ZyXsc9ZLy7utwhl2Fu0nbbReAa9hPrbXpWWjwqv_q6lrlqwCG3cAHltFxpFhjUQIAO6LnMJw6gGRtO7EEuE5f_qxirk2tWg44eZ_yvJXjb8dr18IGtA7SrfRlYRweNw9Vn4ydC-PSVHYiXa31QEEBA%3D%3D&xkcb=SoAk67M3sTPXyVzBMR0MbzkdCdPP&fccid=a607870effb66b59&cmp=Tayseer-G-T&ti=Senior+Quality+Assurance+Engineer&vjs=3
Backend Engineer (Go),Regbits Private Limited,Full-time,https://pk.indeed.com/rc/clk?jk=568a172e5cd0fc53&bb=ZyXsc9ZLy7utwhl2Fu0nbajDkahx4CREm9DdCIYx7kX2NQp8CwTmuaBuulRxe3TEXWIx4McaplhmgzDJXAiLEMgv0lcz3eY6MMg8HE7dFHILuECwhrcTuls_5ntjojrKOuOuAMjQsjV_k6-DUQHCug%3D%3D&xkcb=SoDN67M3sTPXyVzBMR0DbzkdCdPP&fccid=3cb5cf2263971070&cmp=Regbits-Private-Limited&ti=Back+End+Developer&vjs=3
Full Stack Developer,Contour Software,Full-time,https://pk.indeed.com/rc/clk?jk=bcb1e5619e52d057&bb=ZyXsc9ZLy7utwhl2Fu0nbUMGFDHzMYcV_YFdaAb0vvE8U36jyiuMPqN-VD3Jb2DwgDWDEBimpIcps4gcz8p47B7gXFpshHUvG2cj7Fd64EfWhAp_lQ1UOqztD7Vfhk47Ff8NMU6RHTaRcSaDqA3sfg%3D%3D&xkcb=SoB567M3sTPXyVzBMR0CbzkdCdPP&fccid=a1cf3602cc601f16&vjs=3
Embedded Software Engineer,EpazzTech,Full-time,https://pk.indeed.com/rc/clk?jk=a196bb0628c10b09&bb=ZyXsc9ZLy7utwhl2Fu0nbQUEtGwVwtPs_bhVf9RGeMe2LhLAK1_Z9QQiY3evAxTP4s_RrzuP6VFWvl2geI2FKPS5H4PQ4gB6HDDZwkdOI4iukUjlEERqqdGAle5lNokgD6KakhUMUXfwmrmJJ9hZEQ%3D%3D&xkcb=SoDk67M3sTPXyVzBMR0BbzkdCdPP&fccid=baac9386b51df741&cmp=Epazz-Inc&ti=Software+Engineer&vjs=3
Data Research Intern,PakWheels,Full-time,https://pk.indeed.com/rc/clk?jk=b0a27ab0cc6e1826&bb=ZyXsc9ZLy7utwhl2Fu0nbZ5KMjeCwc1bwZE5JqEQ1q8IphvZzh_NvtpKvgmfvkwzWeVzrGdk59SLnxyFF20pUsJ7LZ3coXsVPjWllbysFeVv5b6_ao3klS_VRT51Q_9KuuuRVlYclCmaaEVXk10p-A%3D%3D&xkcb=SoBQ67M3sTPXyVzBMR0AbzkdCdPP&fccid=04963aa30de3a50e&vjs=3
Principal Software Engineer,FitMatch Consulting Group,Full-time,https://pk.indeed.com/rc/clk?jk=19256aa69e0b324d&bb=ZyXsc9ZLy7utwhl2Fu0nbaxLjR_AOcAt20nq2Fh0nH__nucgbKoaDFQJNlnuHXvPgceM7huB7gqUgXuXDSZBGRgJ4Qt5F3G8M7iYtdpyRyMFdJy9BTY7QUGAtOP0GRSTAQd1znNYoIjkDOLxXK1YBw%3D%3D&xkcb=SoDe67M3sTPXyVzBMR0HbzkdCdPP&fccid=30f02a6a4d4968a7&cmp=FitMatch-Consulting-Group&ti=Principal+Software+Engineer&vjs=3
Technical Support Engineer - L2,Algo,"Rs 200,000 - Rs 300,000 a month",https://pk.indeed.com/rc/clk?jk=2e0545986d7af8f0&bb=ZyXsc9ZLy7utwhl2Fu0nbZI7ZI-TEBf2jQJwJlQjUyFek9RxrN1Rwu_CSHPoWyz5lGqMES3ns9yHWkLZnLWl4NAt5G8N533apoedhg3lsgGlKj3rGpGFHWlgU2lGqMRZo7xYJP5iKgx3b3gp0KC-jw%3D%3D&xkcb=SoBq67M3sTPXyVzBMR0GbzkdCdPP&fccid=0bafe05dff4e9011&vjs=3
Project Control Engineer (Construction),Delta Gulf LLC,Salary is not given,https://pk.indeed.com/rc/clk?jk=5b3f8052d2dc1854&bb=ZyXsc9ZLy7utwhl2Fu0nbbR9UjKiBPoBDyQtAH6SUZkZjDtd8DNd8yKeRS7QDrOPJkPe2zKQ0w-91LEWmvctVZ0wvkkxNLamLxXrxml5RVoN0aT3eRzDWtAvDGcAWV8YGAXfjHLXLJcqS7RIDI5IDw%3D%3D&xkcb=SoD367M3sTPXyVzBMR0FbzkdCdPP&fccid=d4766eac9bf17ec6&cmp=Delta-Gulf&ti=Controls+Engineer&vjs=3
